"NAME","GEO_ID","S0101_C01_001E","S1901_C01_001E","S1901_C01_002E","S1901_C01_003E","S1901_C01_004E","S1901_C01_005E","S1901_C01_006E","S1901_C01_007E","S1901_C01_008E","S1901_C01_009E","S1901_C01_010E","S1901_C01_011E","S1901_C01_012E","S1901_C01_013E","ZCTA5","DP02_0087E","DP02_0093E","DP05_0070E","DP05_0077E","DP05_0077PE"
"ZCTA5 27587","8600000US27587",68491,24222,2.1,1.8,4.9,5.6,9.3,15,12.7,22.1,14.2,12.3,96588,117933,"27587",68491,4408,68491,52834,77.1
"ZCTA5 27866","8600000US27866",961,330,20.6,14.2,3.3,0,7.9,23,3.6,27.3,0,0,56300,55515,"27866",961,60,961,311,32.4
"ZCTA5 27892","8600000US27892",14217,5774,9.9,6.7,11.5,15.3,17.8,14.7,13.7,5.9,1.5,3.1,41466,59508,"27892",14217,238,14217,8106,57
"ZCTA5 27924","8600000US27924",3568,1528,11.3,2.8,22.9,15.6,7.2,17.5,7,7,4.8,3.9,34160,55933,"27924",3568,2,3568,1743,48.9
"ZCTA5 27928","8600000US27928",1717,799,10,6,18.8,8.8,24.4,21.5,5.4,4,0.9,0.3,38672,44945,"27928",1717,38,1717,1099,64
"ZCTA5 27935","8600000US27935",1879,712,9.4,0,1.4,9.3,22.3,22.8,16.6,17.3,1,0,55526,63828,"27935",1879,20,1879,1339,71.3
"ZCTA5 27937","8600000US27937",4448,1675,6.3,8.9,10.1,14.9,7.6,18.1,15,15.3,2.7,1,53487,61455,"27937",4448,39,4448,2729,61.4
"ZCTA5 27962","8600000US27962",7696,3121,22.1,4.3,15.4,7.4,14,21.3,10.7,2.6,0.7,1.4,35423,45170,"27962",7696,90,7696,3149,40.9
"ZCTA5 26234","8600000US26234",1319,709,15.1,8,17.1,9.7,17.3,19.2,8.7,3.1,0,1.7,35022,43587,"26234",1319,0,1319,1303,98.8
"ZCTA5 27850","8600000US27850",7410,3302,8.2,9,11.4,10.4,15.1,16.4,10.8,8.4,5.5,4.8,44929,66565,"27850",7410,183,7410,4534,61.2
"ZCTA5 27871","8600000US27871",4293,1764,9.3,5.3,23,12.4,18.2,13.8,8.6,5.6,3.1,0.7,35000,46299,"27871",4293,159,4293,1595,37.2
"ZCTA5 27874","8600000US27874",3837,1744,11.6,8.3,12.4,16.9,16.7,16.9,5.4,8.7,1.3,1.8,37188,56827,"27874",3837,8,3837,1379,35.9
"ZCTA5 17025","8600000US17025",16651,7291,4,2.5,9.2,8.7,11.9,19.1,16.2,15.3,8.5,4.7,64430,84793,"17025",16651,844,16651,14704,88.3
"ZCTA5 28173","8600000US28173",59559,18239,2.2,1.3,2.9,3.5,5.9,12.7,11.5,19.8,14.8,25.3,125591,163692,"28173",59559,5333,59559,45679,76.7
"ZCTA5 28144","8600000US28144",24858,9276,10,6.6,13.2,10.7,16.1,15.3,11.7,9.1,3.8,3.6,43701,64204,"28144",24858,791,24858,11842,47.6
"ZCTA5 28150","8600000US28150",26965,10564,11.5,7.8,14.4,12.4,15,12.9,11.4,8.9,3,2.6,38740,58457,"28150",26965,728,26965,17254,64
"ZCTA5 28168","8600000US28168",10415,3954,3.4,5.1,13.4,9,16.9,24,14.1,9.6,3.4,1.2,52541,61137,"28168",10415,191,10415,9692,93.1
"ZCTA5 28205","8600000US28205",48798,20094,6.3,5.6,10.4,12.2,12,14.8,11,15,6.2,6.5,52766,79201,"28205",48798,9925,48798,21863,44.8
"ZCTA5 28214","8600000US28214",42412,14259,3.9,3.2,7.6,10.5,14.8,19.3,15.2,15.8,6.2,3.5,62697,75587,"28214",42412,5552,42412,13487,31.8
"ZCTA5 28307","8600000US28307",17065,4699,4.7,1.1,10,24,25,20.8,7.6,5,1.3,0.4,40015,48292,"28307",17065,771,17065,9160,53.7
"ZCTA5 28315","8600000US28315",13303,4958,5.7,7.3,11.8,11.6,11.7,24.6,14.6,9.1,2.5,1.2,51404,57144,"28315",13303,549,13303,8135,61.2
"ZCTA5 28318","8600000US28318",4250,1700,6.2,1.7,4.9,12.8,23.8,17.2,14.2,13.5,3.9,1.8,51786,67814,"28318",4250,149,4250,3220,75.8
"ZCTA5 28320","8600000US28320",9233,3860,8.7,7.7,13.5,11,14.6,23.7,10.1,7.4,2.5,0.9,45753,52707,"28320",9233,52,9233,6977,75.6
"ZCTA5 28333","8600000US28333",10902,4006,8.2,8.9,23.1,14.4,17.4,15.9,6.1,5.4,0.3,0.2,29773,43464,"28333",10902,1697,10902,2567,23.5
"ZCTA5 28730","8600000US28730",9221,3573,4.5,4.7,6.1,11,14.8,19.7,10.9,15.4,5,7.9,59101,84141,"28730",9221,184,9221,8255,89.5
"ZCTA5 28480","8600000US28480",2599,1176,3.4,0.6,5.5,5.7,7.6,12.2,8.9,24.1,6.1,25.9,108684,164679,"28480",2599,65,2599,2476,95.3
"ZCTA5 28715","8600000US28715",26476,10338,5.3,5.6,11.6,9,14.9,19.3,12.1,14.1,4.7,3.5,54157,75818,"28715",26476,1184,26476,23362,88.2
"ZCTA5 28716","8600000US28716",17770,7331,5.4,5.4,14.2,10.7,14.7,19.1,12.2,12.7,3.9,1.7,49703,61587,"28716",17770,448,17770,16360,92.1
"ZCTA5 28729","8600000US28729",3114,1453,3.4,6,5.3,14.5,20.3,11.8,17.1,18.7,0.6,2.5,51328,72478,"28729",3114,99,3114,3030,97.3
"ZCTA5 28732","8600000US28732",18107,7466,2.5,4,6.7,8.3,15.4,18.2,17,18.2,3.8,5.8,64659,83528,"28732",18107,1023,18107,15586,86.1
"ZCTA5 28733","8600000US28733",27,15,0,0,0,26.7,0,26.7,0,46.7,0,0,NA,73447,"28733",27,0,27,22,81.5
"ZCTA5 28001","8600000US28001",26557,10393,6.6,5.9,10.6,9.8,17.7,18.5,13.3,11.6,3.4,2.5,49205,62528,"28001",26557,1106,26557,20269,76.3
"ZCTA5 28007","8600000US28007",720,261,4.2,3.1,19.5,10,12.6,26.1,18.4,1.1,0,5,50163,55955,"28007",720,8,720,57,7.9
"ZCTA5 28018","8600000US28018",5234,2122,4,11.1,16.1,13.4,9.8,21.1,7.8,11.5,3.1,2.2,44231,61675,"28018",5234,31,5234,5031,96.1
"ZCTA5 28020","8600000US28020",2354,792,11.6,1.1,13.9,9.5,17.4,25.9,11.1,7.1,0.1,2.3,47667,53487,"28020",2354,125,2354,2197,93.3
"ZCTA5 28025","8600000US28025",54425,19946,4.9,3,9.8,12,15,18.8,13.5,13.7,5.4,3.8,55443,73350,"28025",54425,3513,54425,35179,64.6
"ZCTA5 28072","8600000US28072",1527,554,0,10.1,16.6,4.5,26.7,14.6,14.6,8.3,4.5,0,48571,56341,"28072",1527,8,1527,1249,81.8
"ZCTA5 28432","8600000US28432",1407,580,4.1,7.9,20.9,10.9,9,25.7,9.1,9.8,2.6,0,41042,50940,"28432",1407,0,1407,1407,100
"ZCTA5 28394","8600000US28394",5547,2159,1.2,5.5,10.9,8.7,19.4,8.5,10.6,20.6,10.8,3.8,59395,85753,"28394",5547,178,5547,4269,77
"ZCTA5 28395","8600000US28395",2046,778,7.6,4.8,11.1,6.6,15.6,26.1,8.4,16.3,2.6,1.2,55000,62804,"28395",2046,80,2046,1442,70.5
"ZCTA5 28411","8600000US28411",39019,14974,3.4,3,6.2,7.2,12.2,18.9,12.7,17.5,9.8,9,74096,100047,"28411",39019,2137,39019,33202,85.1
"ZCTA5 28436","8600000US28436",2090,736,5.3,16.3,4.9,9.8,15.4,25.4,5.3,15.6,1.5,0.5,49189,60948,"28436",2090,171,2090,1486,71.1
"ZCTA5 28441","8600000US28441",3396,1105,12.9,7.2,22.3,14.9,16.1,7.3,12.8,5.4,0,1,28716,41927,"28441",3396,369,3396,1273,37.5
"ZCTA5 28443","8600000US28443",23266,8458,4,3.2,6,7,12.1,18.7,14.2,19.4,8.6,7,73340,94252,"28443",23266,621,23266,21118,90.8
"ZCTA5 28452","8600000US28452",899,324,27.5,3.1,19.8,13.3,12.3,16.7,3.1,4.3,0,0,19954,30899,"28452",899,10,899,608,67.6
"ZCTA5 28458","8600000US28458",6761,2431,8,9.2,13.1,11.6,19.1,18.8,10.3,7.8,2.1,0,39858,48655,"28458",6761,591,6761,2874,42.5
"ZCTA5 28463","8600000US28463",9116,3035,15.1,7.6,12.9,15.1,12.6,18.7,7.1,8,1.3,1.6,33852,55234,"28463",9116,191,9116,5162,56.6
"ZCTA5 28479","8600000US28479",7561,2663,3.5,3.9,12.3,6.8,15,17.3,14.2,17.7,2.9,6.3,62292,77911,"28479",7561,69,7561,5841,77.3
"ZCTA5 28510","8600000US28510",1508,735,5.9,1.5,8.6,12.5,15.9,10.1,15.6,15,6.9,8,60208,108204,"28510",1508,38,1508,1218,80.8
"ZCTA5 28512","8600000US28512",3211,1613,2.7,5.3,9.8,12.7,12.4,16.1,13.3,12.6,5.6,9.5,62109,90696,"28512",3211,72,3211,3087,96.1
"ZCTA5 28515","8600000US28515",2606,929,10.9,14.1,15.9,8.7,20.8,14.4,9.4,5.1,0.8,0,35154,42012,"28515",2606,107,2606,1273,48.8
"ZCTA5 28421","8600000US28421",1610,482,2.3,7.9,16.4,13.5,12,16.6,14.5,12.4,2.7,1.7,43500,88615,"28421",1610,100,1610,1098,68.2
"ZCTA5 28422","8600000US28422",8116,3185,8.1,1.7,8.4,8.4,19.6,20.1,11.8,12.8,5,4,54685,69614,"28422",8116,314,8116,6447,79.4
"ZCTA5 28423","8600000US28423",2421,919,9.9,7.8,18.7,7.6,16.4,15.9,9.4,8.3,2,4,40734,54322,"28423",2421,91,2421,622,25.7
"ZCTA5 28430","8600000US28430",2298,809,15.1,3,19.9,9.3,7.9,14.6,5.2,18.9,1.9,4.3,39750,58400,"28430",2298,65,2298,1724,75
"ZCTA5 28445","8600000US28445",7196,2931,6.4,2.4,10.1,9.1,9,16.7,18.4,15.7,5.4,6.8,66237,83148,"28445",7196,116,7196,6368,88.5
"ZCTA5 28448","8600000US28448",902,463,32.4,0,14,20.3,8.2,14.9,0,2.4,0,7.8,26250,44707,"28448",902,78,902,678,75.2
"ZCTA5 28449","8600000US28449",1778,795,3,0.6,6.5,5.5,9.8,22.4,14.8,17,10.8,9.4,81875,118615,"28449",1778,46,1778,1733,97.5
"ZCTA5 28468","8600000US28468",5235,2519,12.1,3.3,8.7,6,11,24.8,10.3,13.4,4.8,5.4,55574,76239,"28468",5235,139,5235,4793,91.6
"ZCTA5 28745","8600000US28745",417,218,0,0,0,6.9,27.5,43.1,8.3,0,6.4,7.8,65988,83325,"28745",417,15,417,417,100
"ZCTA5 28751","8600000US28751",3473,1757,4.4,4.4,10.3,13.1,15.8,24.3,11.8,9.2,3.3,3.2,50739,65553,"28751",3473,113,3473,3210,92.4
"ZCTA5 28752","8600000US28752",30924,12090,8.5,5.3,10.3,12.7,16.8,19.8,12.4,10.1,2.7,1.6,45339,59547,"28752",30924,1454,30924,26050,84.2
"ZCTA5 28768","8600000US28768",7504,3124,6.6,3.3,7.3,10.9,13.6,21.2,14.6,14.6,3.6,4.3,58115,72202,"28768",7504,259,7504,6903,92
"ZCTA5 28805","8600000US28805",19952,9271,4,7.7,12.5,12.2,11.9,20.3,10.8,12.1,4.3,4.3,51440,66934,"28805",19952,854,19952,16225,81.3
"ZCTA5 28906","8600000US28906",19701,8920,7,7.7,11.2,12.7,17.1,18.3,12,10.2,2.3,1.4,43825,55796,"28906",19701,652,19701,17867,90.7
"ZCTA5 28077","8600000US28077",467,215,30.7,9.3,17.2,14.4,5.1,12.6,4.7,5.1,0.9,0,18950,30823,"28077",467,0,467,449,96.1
"ZCTA5 28097","8600000US28097",6078,2462,3.8,4.1,11.4,11,15.6,18.1,10.7,20,4.3,1,54505,68399,"28097",6078,102,6078,5683,93.5
"ZCTA5 28103","8600000US28103",11281,3952,3.6,4.4,7.5,11.1,11,23.2,17.8,15.2,5,1.3,61532,69528,"28103",11281,530,11281,8341,73.9
"ZCTA5 28105","8600000US28105",46180,17527,3.2,1.7,5.1,8.9,13.2,15.8,13.2,19.2,9.7,9.9,78620,101182,"28105",46180,6416,46180,33121,71.7
"ZCTA5 28110","8600000US28110",53733,18207,3.5,4.2,9.8,6.8,14.5,18.1,15.7,17.9,6.1,3.3,62279,76962,"28110",53733,5257,53733,35222,65.6
"ZCTA5 28124","8600000US28124",5946,2249,4.8,3.3,7.6,9.2,8.7,19.8,17.7,21.1,5,2.8,68825,82918,"28124",5946,118,5946,5707,96
"ZCTA5 19140","8600000US19140",51766,18811,23.3,13.3,15.8,12.6,12.4,12.3,6.1,3.1,0.7,0.5,22790,36499,"19140",51766,4558,51766,1629,3.1
"ZCTA5 17044","8600000US17044",20986,9102,5.8,5.1,15.1,11.8,13.2,22.2,11.6,10.7,2.7,1.9,48832,60205,"17044",20986,283,20986,19595,93.4
"ZCTA5 17009","8600000US17009",1958,861,3.5,3.4,12.4,6.7,16,20,14.8,22.2,1,0,55250,65036,"17009",1958,5,1958,1931,98.6
"ZCTA5 17010","8600000US17010",373,77,0,0,0,0,42.9,57.1,0,0,0,0,NA,NA,"17010",373,0,373,373,100
"ZCTA5 17033","8600000US17033",17751,6492,5,2.6,6.9,7.5,11.8,17.6,15.5,12.8,8.5,11.9,72219,108306,"17033",17751,2062,17751,14297,80.5
"ZCTA5 17829","8600000US17829",244,79,7.6,3.8,2.5,6.3,12.7,34.2,17.7,7.6,2.5,5.1,63750,71371,"17829",244,3,244,239,98
"ZCTA5 17832","8600000US17832",803,318,5.3,6.3,12.6,17.9,11.9,18.6,9.7,16.4,1.3,0,47833,57918,"17832",803,0,803,803,100
"ZCTA5 17835","8600000US17835",415,120,0,9.2,6.7,0,8.3,36.7,20.8,11.7,0,6.7,71667,80123,"17835",415,12,415,403,97.1
"ZCTA5 17845","8600000US17845",2170,685,5.1,2.8,11.8,15.3,11.4,20.9,11.4,16.8,2.5,2,54766,64967,"17845",2170,13,2170,2030,93.5
"ZCTA5 17861","8600000US17861",169,64,0,7.8,7.8,6.3,6.3,15.6,9.4,26.6,20.3,0,89167,93452,"17861",169,11,169,169,100
"ZCTA5 17866","8600000US17866",10297,3424,7.8,9.2,15.2,14.1,18.6,15.2,7.6,7.4,2.6,2.2,37352,51873,"17866",10297,137,10297,8122,78.9
"ZCTA5 17929","8600000US17929",1554,638,5.2,4.7,10.8,9.6,11.1,27,16.8,12.1,1.7,1.1,58913,60656,"17929",1554,42,1554,1412,90.9
"ZCTA5 17002","8600000US17002",815,241,1.7,5,9.1,16.2,14.5,21.6,10.4,15.8,1.2,4.6,55179,76451,"17002",815,0,815,810,99.4
"ZCTA5 17005","8600000US17005",339,135,0,2.2,10.4,14.1,12.6,18.5,17,18.5,5.9,0.7,55139,70721,"17005",339,3,339,313,92.3
"ZCTA5 17006","8600000US17006",1105,358,5,6.7,7,12.3,17,18.2,11.5,16.2,3.6,2.5,52778,73471,"17006",1105,22,1105,1064,96.3
"ZCTA5 17020","8600000US17020",9147,3610,3.9,4.6,7.2,7.4,12.9,20.2,16.2,18.1,5.3,4.2,66295,78072,"17020",9147,93,9147,8710,95.2
"ZCTA5 17035","8600000US17035",934,377,6.4,4.5,9.3,8,13,30,23.9,3.7,0,1.3,51948,55681,"17035",934,0,934,921,98.6
"ZCTA5 17047","8600000US17047",2654,910,6,2.9,9.1,10.5,16.5,22.1,12.9,15.2,2.6,2.2,55227,67199,"17047",2654,16,2654,2477,93.3
"ZCTA5 17061","8600000US17061",7188,3021,2.9,5.2,9.7,11.2,16.8,18.1,14.2,14.6,4.7,2.6,55114,70642,"17061",7188,113,7188,6955,96.8
"ZCTA5 17065","8600000US17065",3782,1654,2.7,4,9.9,14.7,14.4,12.5,15.2,20.2,3,3.4,56118,73943,"17065",3782,169,3782,3267,86.4
"ZCTA5 17087","8600000US17087",2739,946,4.3,2.9,5.9,5.7,15.8,20.6,25.5,13.5,4.3,1.5,68571,73731,"17087",2739,39,2739,2589,94.5
"ZCTA5 17104","8600000US17104",20208,7611,13,6.3,13.5,14.9,12.4,21.1,10.1,5.8,1.1,1.7,38115,48806,"17104",20208,2315,20208,3693,18.3
"ZCTA5 17213","8600000US17213",627,241,8.3,0.8,16.2,14.1,12,12.4,16.6,14.9,4.6,0,49028,62220,"17213",627,0,627,627,100
"ZCTA5 17214","8600000US17214",819,391,10.5,2.6,12,19.2,15.1,9.7,3.6,13.8,4.3,9.2,39154,72978,"17214",819,0,819,801,97.8
"ZCTA5 17215","8600000US17215",286,87,0,3.4,4.6,24.1,9.2,11.5,20.7,17.2,4.6,4.6,64219,79293,"17215",286,0,286,286,100
"ZCTA5 17222","8600000US17222",11576,4872,3.7,2.4,6.8,7.5,18.7,18.7,21.9,15.9,2.7,1.7,64897,70693,"17222",11576,349,11576,10317,89.1
"ZCTA5 17225","8600000US17225",20844,7433,1,3.4,5.6,8.2,13.5,18.8,17.8,19.6,7.3,4.8,74440,93948,"17225",20844,535,20844,19179,92
"ZCTA5 17302","8600000US17302",2431,1023,3.2,0.6,8.3,8.3,16.2,20.2,21.7,13.8,4.9,2.7,65066,74238,"17302",2431,26,2431,2308,94.9
"ZCTA5 17340","8600000US17340",11083,4276,2.5,1.9,7.9,9,10.6,19.5,18,21.3,5.6,3.7,72656,82584,"17340",11083,309,11083,10375,93.6
"ZCTA5 17355","8600000US17355",259,125,1.6,0,9.6,7.2,8.8,28.8,21.6,16.8,0.8,4.8,67188,88804,"17355",259,0,259,244,94.2
"ZCTA5 17403","8600000US17403",40216,14891,7.7,5.8,12.1,11,10.4,17.2,12.3,12.3,5.2,6.1,53852,78865,"17403",40216,2985,40216,25129,62.5
"ZCTA5 17516","8600000US17516",4469,1885,1,4,7.9,6.7,10.9,21.3,18.2,19.4,6.8,3.8,71477,84404,"17516",4469,29,4469,4246,95
"ZCTA5 17538","8600000US17538",6669,2468,3.1,5.2,4.5,5.5,9.2,11.9,20.1,25.3,10.8,4.5,89358,95153,"17538",6669,244,6669,5646,84.7
"ZCTA5 17554","8600000US17554",7877,3036,2.6,2.7,7.4,13,11.1,18.6,19.5,15.3,9.2,0.6,65338,74443,"17554",7877,453,7877,5870,74.5
"ZCTA5 17557","8600000US17557",14668,5228,4.4,2,11.8,12.4,11.7,21,13.9,11.7,6.3,5,61142,76227,"17557",14668,342,14668,13479,91.9
"ZCTA5 17565","8600000US17565",2675,926,1,2.1,2.3,9.6,13.1,14.5,15.6,21.8,11.6,8.6,86726,111362,"17565",2675,22,2675,2620,97.9
"ZCTA5 17569","8600000US17569",5834,1952,0.8,1.2,3.4,7.7,11.2,18.2,15.9,22.8,9.5,9.2,84013,105137,"17569",5834,88,5834,5477,93.9
"ZCTA5 17601","8600000US17601",52552,20998,2.6,1.7,7.4,7.7,12.4,18.4,14.9,17.7,7.5,9.9,74925,101884,"17601",52552,4055,52552,42033,80
"ZCTA5 17602","8600000US17602",50417,19009,7.2,5.2,9.8,9.5,12.9,18.2,14.1,13.6,4.6,4.9,56381,74725,"17602",50417,5047,50417,27529,54.6
"ZCTA5 17721","8600000US17721",1579,670,2.8,4.3,12.1,12.1,21.5,30,7.6,7.6,1.9,0,45741,53688,"17721",1579,33,1579,1547,98
"ZCTA5 17739","8600000US17739",32,17,17.6,0,5.9,0,0,23.5,5.9,29.4,0,17.6,76250,170288,"17739",32,0,32,32,100
"ZCTA5 17758","8600000US17758",981,424,2.6,4.2,10.8,16,15.3,20.5,9.7,17.7,1.4,1.7,50526,67463,"17758",981,9,981,974,99.3
"ZCTA5 17810","8600000US17810",5803,725,6.2,3.4,8,9.7,18.6,17.2,12.3,16.1,5.8,2.6,56125,69858,"17810",5803,346,5803,3192,55
"ZCTA5 17823","8600000US17823",1258,487,4.5,5.1,9.9,7.4,16.8,18.1,20.1,14.6,2.5,1,60568,66111,"17823",1258,9,1258,1244,98.9
"ZCTA5 17887","8600000US17887",227,139,0,12.2,0,33.8,38.1,15.8,0,0,0,0,45382,37192,"17887",227,8,227,191,84.1
"ZCTA5 17921","8600000US17921",7321,2691,6.9,5.6,13.7,9.1,14,22.1,15.1,8.8,3,1.7,51090,59067,"17921",7321,139,7321,5923,80.9
"ZCTA5 17923","8600000US17923",438,179,5.6,3.9,6.7,12.8,16.8,29.6,10.6,14,0,0,60048,55120,"17923",438,0,438,438,100
"ZCTA5 17933","8600000US17933",135,46,0,0,0,0,0,0,23.9,76.1,0,0,118864,116265,"17933",135,0,135,135,100
"ZCTA5 17935","8600000US17935",1595,693,13.1,10.8,14.6,12.6,12,19.8,7.4,9.4,0.4,0,34330,43654,"17935",1595,22,1595,1488,93.3
"ZCTA5 17959","8600000US17959",1362,597,9.5,9.4,14.9,7.7,7.9,14.7,17.6,10.6,4.9,2.8,51750,61549,"17959",1362,9,1362,1291,94.8
"ZCTA5 17960","8600000US17960",4114,1711,1.6,2.7,11,11.9,9.6,20.7,10.9,23.8,5,2.9,67708,79910,"17960",4114,153,4114,3894,94.7
"ZCTA5 17972","8600000US17972",11308,4734,1.1,4.1,12.1,10.2,13.4,18.6,17.6,15.4,4.7,3,61206,72069,"17972",11308,153,11308,10962,96.9
"ZCTA5 17965","8600000US17965",1989,895,12.2,4,9.1,7.8,17.4,22.8,13.3,10.8,2.6,0,48750,55658,"17965",1989,15,1989,1910,96
"ZCTA5 17978","8600000US17978",286,115,10.4,7,16.5,10.4,18.3,21.7,7,5.2,3.5,0,39306,47078,"17978",286,0,286,280,97.9
"ZCTA5 17820","8600000US17820",5616,2296,3.7,5,10,10.6,13,19.9,15,15.4,4.4,2.9,57978,73326,"17820",5616,20,5616,5401,96.2
"ZCTA5 17776","8600000US17776",264,141,1.4,4.3,18.4,9.2,14.9,21.3,13.5,14.2,2.8,0,50694,58157,"17776",264,0,264,261,98.9
"ZCTA5 17812","8600000US17812",1258,509,4.5,4.3,16.1,12.4,18.5,17.9,13.6,10,0.4,2.4,43542,57310,"17812",1258,0,1258,1239,98.5
"ZCTA5 17311","8600000US17311",193,103,8.7,1.9,29.1,6.8,3.9,27.2,12.6,9.7,0,0,46875,47167,"17311",193,0,193,193,100
"ZCTA5 17314","8600000US17314",6304,2063,1.3,2.3,7.5,9.3,5.2,22.4,20.7,16.2,10.8,4.2,77015,87229,"17314",6304,45,6304,5964,94.6
"ZCTA5 20012","8600000US20012",17576,6270,6.6,2.6,5.2,6.1,8.8,13.3,7,18.5,10,22,101859,129898,"20012",17576,3904,17576,4230,24.1
"ZCTA5 17067","8600000US17067",15389,5782,1.3,5,9.1,10,11.9,22.8,15.7,13.5,6.4,4.3,62529,76804,"17067",15389,103,15389,14625,95
"ZCTA5 17090","8600000US17090",5645,2408,3.7,3.6,5.4,13.5,17.8,16.2,12.5,20.7,4.4,2.3,59650,72286,"17090",5645,17,5645,5484,97.1
"ZCTA5 17265","8600000US17265",667,270,0,5.6,10.7,11.1,12.2,37.4,10.7,5.6,3,3.7,57656,72948,"17265",667,0,667,667,100
"ZCTA5 17028","8600000US17028",3703,1550,2.2,2.6,8.8,10.5,15.9,19.1,16.6,18.9,2.3,3.2,56890,74830,"17028",3703,52,3703,3494,94.4
"ZCTA5 17228","8600000US17228",1154,422,4.5,2.6,7.3,13.3,13.3,23,16.8,12.6,4.3,2.4,55833,67805,"17228",1154,3,1154,1147,99.4
"ZCTA5 17886","8600000US17886",1630,579,0,5,39.7,2.2,10.9,18.3,16.8,3.6,0,3.5,39120,55827,"17886",1630,6,1630,859,52.7
"ZCTA5 17964","8600000US17964",801,316,2.8,3.8,11.4,10.4,25.6,18,13.9,8.2,4.4,1.3,48289,61533,"17964",801,7,801,783,97.8
"ZCTA5 17083","8600000US17083",97,24,0,0,0,25,0,37.5,0,37.5,0,0,NA,75163,"17083",97,0,97,97,100
"ZCTA5 17221","8600000US17221",577,242,9.9,2.5,6.6,19.8,24.4,13.2,7.9,12.4,1.2,2.1,42813,54795,"17221",577,5,577,577,100
"ZCTA5 17327","8600000US17327",7590,2832,2.5,2.2,8.1,7.8,11.7,15.5,15.7,22.4,7.7,6.5,77593,90402,"17327",7590,70,7590,7335,96.6
"ZCTA5 17509","8600000US17509",4822,1304,2.3,3.3,6.4,7.6,14,20.6,15.4,20.2,5.8,4.4,68788,88569,"17509",4822,60,4822,4619,95.8
"ZCTA5 17762","8600000US17762",469,176,4.5,2.8,9.1,5.7,21.6,15.3,19.3,15.9,2.8,2.8,60000,73903,"17762",469,0,469,445,94.9
"ZCTA5 17860","8600000US17860",2633,995,1.1,5.8,9,7.8,10.5,20.9,11.8,17.9,5.9,9.2,71853,91586,"17860",2633,29,2633,2586,98.2
"ZCTA5 17764","8600000US17764",2294,930,10.6,7.5,18.9,12.6,13.4,18.8,9.1,7.2,1.7,0,35268,45042,"17764",2294,11,2294,2188,95.4
"ZCTA5 17814","8600000US17814",4899,1920,4.2,5.1,11.8,9.4,15.8,19.4,11.7,14.9,5.3,2.4,54194,68841,"17814",4899,127,4899,4486,91.6
"ZCTA5 17830","8600000US17830",1913,794,2.5,5,8.7,12.7,11.3,23.3,19.8,12.1,2,2.5,58854,71296,"17830",1913,6,1913,1863,97.4
"ZCTA5 17938","8600000US17938",2308,923,4.2,2.1,8.9,10.6,9.9,22.9,16.8,15.7,7.2,1.8,70701,77700,"17938",2308,2,2308,2280,98.8
"ZCTA5 17985","8600000US17985",1204,545,4.4,1.7,8.6,15,12.3,27.2,13.9,15.6,0.6,0.7,58563,62575,"17985",1204,11,1204,1165,96.8
"ZCTA5 17744","8600000US17744",2996,1238,2.3,1.8,9.9,15.7,17.9,20.1,17,12.4,1.5,1.3,51859,62746,"17744",2996,22,2996,2927,97.7
"ZCTA5 17868","8600000US17868",1135,537,5.8,0.9,8.6,10.1,16.4,14.3,13.4,22.9,1.3,6.3,65197,87933,"17868",1135,25,1135,1044,92
"ZCTA5 17980","8600000US17980",3037,1271,4.6,1.9,10.2,8.1,16.8,26,16.3,12.6,2,1.5,60184,65135,"17980",3037,18,3037,2986,98.3
"ZCTA5 17015","8600000US17015",20923,8279,2.3,1.9,6.7,8.5,10.1,17.2,14.4,19.2,11.2,8.5,79137,102029,"17015",20923,361,20923,19980,95.5
"ZCTA5 17030","8600000US17030",859,310,9.7,3.2,6.8,13.9,8.4,20,15.2,13.5,5.2,4.2,60714,77223,"17030",859,18,859,787,91.6
"ZCTA5 17039","8600000US17039",67,38,0,0,0,0,23.7,0,76.3,0,0,0,NA,NA,"17039",67,0,67,67,100
"ZCTA5 17050","8600000US17050",38141,15361,2,1.5,4.5,6,9.7,15.4,15.1,22.5,9.4,13.9,93552,119424,"17050",38141,4551,38141,30886,81
"ZCTA5 17056","8600000US17056",45,23,43.5,0,0,0,0,0,30.4,0,26.1,0,NA,66761,"17056",45,0,45,45,100
"ZCTA5 17071","8600000US17071",121,52,7.7,5.8,9.6,0,11.5,26.9,0,34.6,0,3.8,66250,75275,"17071",121,0,121,120,99.2
"ZCTA5 17120","8600000US17120",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17120",0,0,0,0,NA
"ZCTA5 17202","8600000US17202",29278,11034,3.4,3.1,5.3,7.2,12.5,16.9,17.9,20,7.5,6.3,78385,96313,"17202",29278,1160,29278,25833,88.2
"ZCTA5 17210","8600000US17210",163,85,0,0,24.7,4.7,10.6,11.8,20,28.2,0,0,NA,72906,"17210",163,0,163,152,93.3
"ZCTA5 17217","8600000US17217",220,84,4.8,7.1,0,14.3,6,25,36.9,6,0,0,69000,63756,"17217",220,0,220,220,100
"ZCTA5 17246","8600000US17246",216,94,7.4,22.3,0,0,0,36.2,25.5,4.3,0,4.3,71250,63446,"17246",216,0,216,216,100
"ZCTA5 17247","8600000US17247",501,233,6.4,0,17.2,9,25.8,21.5,5.6,9.9,0,4.7,41417,97126,"17247",501,0,501,477,95.2
