"NAME","GEO_ID","S0101_C01_001E","S1901_C01_001E","S1901_C01_002E","S1901_C01_003E","S1901_C01_004E","S1901_C01_005E","S1901_C01_006E","S1901_C01_007E","S1901_C01_008E","S1901_C01_009E","S1901_C01_010E","S1901_C01_011E","S1901_C01_012E","S1901_C01_013E","ZCTA5","DP02_0087E","DP02_0093E","DP05_0070E","DP05_0077E","DP05_0077PE"
"ZCTA5 35756","8600000US35756",13855,4500,3.4,1.3,2.5,5.1,10.9,15.6,13.2,21.2,13,13.6,94737,114150,"35756",13855,711,13855,7840,56.6
"ZCTA5 35758","8600000US35758",46724,18566,2.6,2.3,5.4,4.1,10.5,15.4,12.7,21.2,14.4,11.4,91900,115325,"35758",46724,3809,46724,32770,70.1
"ZCTA5 35760","8600000US35760",4876,1831,6.2,4.6,13.1,5.6,17.4,18.8,13.7,11.5,6.9,2.2,53831,68757,"35760",4876,20,4876,4626,94.9
"ZCTA5 35764","8600000US35764",540,248,10.5,21.4,7.7,12.5,6.5,31,8.5,1.6,0,0.4,28750,42098,"35764",540,0,540,510,94.4
"ZCTA5 35772","8600000US35772",4762,1878,18.1,6.7,8.9,12.7,14,14,12.8,11.9,0.4,0.5,39556,48450,"35772",4762,55,4762,3809,80
"ZCTA5 35020","8600000US35020",25757,10088,15.3,10.8,17.8,13,12.4,15.2,8.7,4.9,1.4,0.6,29133,41031,"35020",25757,1186,25757,4140,16.1
"ZCTA5 35034","8600000US35034",6416,1197,15.3,6,15.4,9.6,21.2,12.3,7.9,9.8,2.5,0,39087,47055,"35034",6416,55,6416,2781,43.3
"ZCTA5 35035","8600000US35035",821,334,5.7,0,10.8,21.9,17.4,7.8,6.3,15.3,6.9,8.1,42167,76498,"35035",821,0,821,554,67.5
"ZCTA5 35042","8600000US35042",6078,2330,8.8,7.4,11.1,7.3,12.1,22.1,15.4,9.9,1.5,4.5,52550,66710,"35042",6078,58,6078,5349,88
"ZCTA5 35082","8600000US35082",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35082",0,0,0,0,NA
"ZCTA5 35121","8600000US35121",16123,6014,8.4,5.9,13.5,11.3,16.6,19,9.6,8.3,5.4,2,44308,62621,"35121",16123,929,16123,12639,78.4
"ZCTA5 35139","8600000US35139",161,108,32.4,14.8,34.3,7.4,0,11.1,0,0,0,0,15469,19309,"35139",161,0,161,105,65.2
"ZCTA5 35147","8600000US35147",6022,2198,1.9,3,6.9,5.6,10.6,22.4,17.3,16.9,9,6.5,74593,91100,"35147",6022,213,6022,5230,86.8
"ZCTA5 35148","8600000US35148",2183,907,6.8,4.5,16.1,11.8,17.3,12.8,13.9,13.5,2.8,0.6,41424,60685,"35148",2183,0,2183,1910,87.5
"ZCTA5 35176","8600000US35176",784,341,6.2,29.6,16.7,5,4.1,15.2,6.5,13.5,0,3.2,NA,48577,"35176",784,0,784,784,100
"ZCTA5 35216","8600000US35216",36856,14819,3.7,2.1,7.8,10.1,14.6,17.7,12.3,13.9,6.3,11.5,63348,98948,"35216",36856,3702,36856,22576,61.3
"ZCTA5 35221","8600000US35221",4484,1771,16.5,5.9,11.3,15.7,19.4,19.3,7.2,2.7,1.4,0.6,36313,50345,"35221",4484,126,4484,73,1.6
"ZCTA5 35223","8600000US35223",11111,4197,1.1,1.8,2.9,0.9,5.7,7.8,13.7,18.2,13.7,34.1,141604,212754,"35223",11111,416,11111,10414,93.7
"ZCTA5 35224","8600000US35224",5328,2033,11.6,8.9,15.3,9.1,18.2,16.2,11.5,5,4.3,0,37983,46729,"35224",5328,59,5328,1728,32.4
"ZCTA5 35233","8600000US35233",1730,921,29.4,5,5.8,6.2,8.3,13,10.9,16.2,1.3,4,41994,61185,"35233",1730,370,1730,1019,58.9
"ZCTA5 35243","8600000US35243",17059,7702,2.6,2.5,5,6.3,7.3,18.5,14.3,16.6,9.5,17.5,89007,131786,"35243",17059,751,17059,15664,91.8
"ZCTA5 35441","8600000US35441",972,392,13.8,9.9,14.3,5.6,14,25.3,1.8,5.9,8.9,0.5,41071,53246,"35441",972,0,972,548,56.4
"ZCTA5 35446","8600000US35446",2147,721,1.2,1.8,12.8,15.1,26.2,23.6,3.9,10.8,4.6,0,42314,55360,"35446",2147,9,2147,1779,82.9
"ZCTA5 35452","8600000US35452",3416,1189,3.3,4.8,2.9,24.6,12.5,18.2,17.2,11.1,2.1,3.4,52762,80902,"35452",3416,300,3416,2723,79.7
"ZCTA5 35458","8600000US35458",445,161,0,0,8.7,31.1,18.6,23.6,8.7,0,0,9.3,43875,82511,"35458",445,0,445,445,100
"ZCTA5 35475","8600000US35475",15952,5557,2.5,2.9,6.5,7.9,11.7,13.5,19,21.8,9.8,4.3,79222,88208,"35475",15952,187,15952,14728,92.3
"ZCTA5 35477","8600000US35477",137,62,38.7,0,14.5,0,0,32.3,0,14.5,0,0,NA,43085,"35477",137,0,137,0,0
"ZCTA5 35549","8600000US35549",3712,1516,9,8.1,17.2,14.1,16.6,19.5,5.7,7.3,0.3,2.2,37308,49173,"35549",3712,16,3712,3528,95
"ZCTA5 35554","8600000US35554",1034,455,4.2,1.3,11.9,25.1,19.8,18.7,6.8,11.2,1.1,0,37270,48898,"35554",1034,2,1034,1001,96.8
"ZCTA5 35579","8600000US35579",3614,1367,11,3.2,8.6,9.9,20.9,19.3,14.9,6.9,3.3,2,47417,60315,"35579",3614,4,3614,3435,95
"ZCTA5 35640","8600000US35640",25654,9455,5.3,3.9,9.6,11.3,13.6,17.3,16.6,14.3,5,3.2,58572,72289,"35640",25654,471,25654,22758,88.7
"ZCTA5 35653","8600000US35653",10615,3611,5.6,4.7,16.1,6.8,24.5,20.6,9.6,7.6,2.8,1.7,43547,55672,"35653",10615,1764,10615,5945,56
"ZCTA5 35660","8600000US35660",8986,4046,14.4,9.4,16.9,10.3,13.4,15.6,5.3,9.9,2.5,2.3,34194,53266,"35660",8986,138,8986,6259,69.7
"ZCTA5 35677","8600000US35677",1593,667,8.7,5.8,16.3,18.7,16.6,10.6,12,9.6,0.9,0.6,38125,48744,"35677",1593,0,1593,1536,96.4
"ZCTA5 35749","8600000US35749",22804,8286,2.6,2.1,5.1,5.9,9.8,15,15.2,24.8,11.1,8.2,91496,99969,"35749",22804,852,22804,14544,63.8
"ZCTA5 35179","8600000US35179",8616,3296,5.6,3.4,14.5,14.7,13.9,16.1,13.3,11.8,4.8,2,47437,61834,"35179",8616,150,8616,7954,92.3
"ZCTA5 35950","8600000US35950",20867,7303,7.2,8.6,13.9,9.9,15.5,20.7,10.2,11,1.9,1,44670,55406,"35950",20867,2799,20867,13843,66.3
"ZCTA5 35953","8600000US35953",7519,2743,7.4,7,11.7,11.6,15.3,16.5,16.3,10.8,2.6,0.9,46096,56315,"35953",7519,92,7519,6360,84.6
"ZCTA5 35967","8600000US35967",16274,6017,9.1,7.7,16.7,11.1,16.9,19.6,7.1,8.8,0.9,2.1,39575,51464,"35967",16274,1340,16274,12448,76.5
"ZCTA5 35979","8600000US35979",1352,590,6.8,10.8,16.9,14.7,25.4,17.6,2.5,5.1,0,0,35417,39008,"35979",1352,0,1352,1283,94.9
"ZCTA5 35987","8600000US35987",2458,912,6.9,4.2,16,14.3,10.1,24.3,11.2,10.7,0.9,1.4,42391,58596,"35987",2458,112,2458,2053,83.5
"ZCTA5 35988","8600000US35988",2311,789,7.7,6,8.6,13.6,18.9,26.6,5.8,7.5,3.5,1.8,43679,62476,"35988",2311,131,2311,2026,87.7
"ZCTA5 35049","8600000US35049",3856,1376,5.5,8.2,12.6,12.8,14.5,12.7,18.6,10.1,4.4,0.6,47212,58474,"35049",3856,246,3856,3330,86.4
"ZCTA5 35051","8600000US35051",9838,3452,7.7,7.8,10.1,8.7,13.8,17.8,12.8,12.5,3.8,5,51782,79339,"35051",9838,225,9838,7929,80.6
"ZCTA5 35060","8600000US35060",272,132,0,16.7,39.4,23.5,0,20.5,0,0,0,0,23889,32099,"35060",272,0,272,119,43.8
"ZCTA5 35115","8600000US35115",14988,5459,9.1,7.3,16.4,10.1,11.7,20.3,12.1,11,1,1.1,42034,54073,"35115",14988,915,14988,10502,70.1
"ZCTA5 35116","8600000US35116",4332,1689,4.6,3.3,4.3,7.8,18.6,17.1,17.8,18.5,5.2,2.9,66414,79264,"35116",4332,67,4332,4108,94.8
"ZCTA5 35120","8600000US35120",14424,4824,4.7,2.1,3,10.3,11.1,27.4,19.5,16.6,4.3,1.1,67703,73103,"35120",14424,157,14424,11672,80.9
"ZCTA5 35160","8600000US35160",25999,9948,11.7,7,17,15.2,13.2,15.5,9,7,3.3,1,34210,50909,"35160",25999,312,25999,14114,54.3
"ZCTA5 35171","8600000US35171",3254,1242,3.4,6,13,10.1,12.6,17.8,17.2,15.5,3.5,0.9,56410,64230,"35171",3254,201,3254,2728,83.8
"ZCTA5 35175","8600000US35175",5289,2003,9.3,6,5.7,2.9,22.2,18.6,12.4,14.1,3.3,5.4,52938,73130,"35175",5289,73,5289,4862,91.9
"ZCTA5 35968","8600000US35968",5206,1655,8.9,6.2,10.1,10.6,18.8,14.7,11.7,10.9,7,1.1,44185,61258,"35968",5206,437,5206,4157,79.9
"ZCTA5 35989","8600000US35989",3831,1372,8.9,6.6,17.9,12.7,13.6,15.8,9.9,5.8,4.9,4,39185,64155,"35989",3831,349,3831,3016,78.7
"ZCTA5 35083","8600000US35083",3191,1273,18,5.7,11.5,14.2,15.2,17.1,9.4,7.5,1.2,0.2,35750,45048,"35083",3191,11,3191,3053,95.7
"ZCTA5 35094","8600000US35094",15059,5646,3.4,4.4,10,7.1,15,19.6,13.6,16.3,6.7,4,60422,79013,"35094",15059,754,15059,11408,75.8
"ZCTA5 38069","8600000US38069",2066,936,14.4,6.5,21.4,7.6,13.1,18.2,7.2,9.2,1.3,1.2,35074,48466,"38069",2066,8,2066,807,39.1
"ZCTA5 38036","8600000US38036",528,205,29.3,16.6,34.1,8.8,6.8,2.9,0,1.5,0,0,15733,18536,"38036",528,7,528,193,36.6
"ZCTA5 38046","8600000US38046",45,25,0,0,0,0,20,24,36,0,8,12,75750,92580,"38046",45,0,45,45,100
"ZCTA5 38050","8600000US38050",595,213,2.3,9.9,9.4,18.3,23.5,13.1,11.3,5.2,0,7,38229,57189,"38050",595,52,595,277,46.6
"ZCTA5 38108","8600000US38108",17626,6378,20.4,14.4,20,11.6,15.7,10,5.4,1.3,0.7,0.4,21483,32287,"38108",17626,2097,17626,2980,16.9
"ZCTA5 38118","8600000US38118",39168,12909,10.1,9.4,15.4,14.4,19.4,16.5,8.3,4.5,1.3,0.8,35355,44466,"38118",39168,3228,39168,2561,6.5
"ZCTA5 38231","8600000US38231",1646,702,6,9,14,9.3,22.8,16.7,7.5,6.7,2.1,6,41204,73303,"38231",1646,82,1646,1389,84.4
"ZCTA5 38235","8600000US38235",408,178,6.7,2.8,14,15.7,19.1,7.3,18.5,15.7,0,0,39250,58126,"38235",408,0,408,309,75.7
"ZCTA5 38241","8600000US38241",1006,387,11.1,0,7,26.4,18.3,15.8,15.2,5.4,0.8,0,39943,47046,"38241",1006,0,1006,995,98.9
"ZCTA5 38251","8600000US38251",2828,1147,7.5,11.8,11.6,14.7,13.9,16,6.6,14.6,2.4,1,40673,54400,"38251",2828,48,2828,2638,93.3
"ZCTA5 38347","8600000US38347",586,145,0,8.3,18.6,36.6,26.9,0,9.7,0,0,0,32563,35501,"38347",586,0,586,586,100
"ZCTA5 38255","8600000US38255",2324,1015,8.6,3.7,13.4,14.3,25.2,15.9,8.7,6.9,2.5,0.9,42923,50406,"38255",2324,44,2324,2096,90.2
"ZCTA5 38318","8600000US38318",463,164,12.8,12.8,7.9,7.3,12.8,35.4,11,0,0,0,41786,45720,"38318",463,0,463,326,70.4
"ZCTA5 38329","8600000US38329",3642,1245,7.7,8.6,8.8,9.6,17.8,21.4,9,15,1.7,0.4,48770,59545,"38329",3642,0,3642,3278,90
"ZCTA5 38371","8600000US38371",951,392,5.1,9.2,20.2,12,16.6,10.2,15.6,10.5,0.8,0,36167,49316,"38371",951,0,951,942,99.1
"ZCTA5 38382","8600000US38382",8650,3468,10,7.5,17.9,10.1,20.6,15.8,8.3,7.7,1.4,0.7,37468,49142,"38382",8650,81,8650,6671,77.1
"ZCTA5 38387","8600000US38387",222,114,3.5,3.5,0,7,31.6,35.1,9.6,6.1,3.5,0,53000,60491,"38387",222,20,222,222,100
"ZCTA5 38044","8600000US38044",705,291,1.4,6.5,8.2,14.8,9.3,24.1,7.2,23.7,4.5,0.3,67650,71218,"38044",705,3,705,676,95.9
"ZCTA5 38058","8600000US38058",10007,3714,7.4,2.4,6.7,12.3,10.6,21.4,10,17.5,7.7,4,64236,82575,"38058",10007,356,10007,7737,77.3
"ZCTA5 38063","8600000US38063",16277,6625,9.6,8.3,13.5,12.6,14.9,18.9,11.9,6.6,2.5,1.1,40087,51856,"38063",16277,205,16277,9818,60.3
"ZCTA5 38068","8600000US38068",10985,4151,11.9,6.9,11.7,11.9,12.6,15.5,11.3,10.3,3,4.9,43039,63867,"38068",10985,67,10985,6318,57.5
"ZCTA5 38107","8600000US38107",15784,6600,19.2,9.8,14.3,14.7,11.8,15.6,7.1,6.7,0.4,0.5,29192,40472,"38107",15784,340,15784,2685,17
"ZCTA5 38330","8600000US38330",4632,1788,10.2,7.1,11.5,15.8,12.4,21.1,8.8,8.2,2.6,2.5,40119,55806,"38330",4632,32,4632,3876,83.7
"ZCTA5 38334","8600000US38334",2056,826,5.7,8.8,13.4,9.2,20.5,15.6,17.7,7.3,0.6,1.2,42500,58483,"38334",2056,59,2056,1904,92.6
"ZCTA5 38342","8600000US38342",1450,567,4.4,13.9,7.6,24,15.9,16.4,6.3,10.1,1.4,0,35313,47035,"38342",1450,12,1450,1363,94
"ZCTA5 38344","8600000US38344",7860,3060,13,6,12.2,7.6,18.3,12,13.7,12.1,2.6,2.3,42624,62725,"38344",7860,131,7860,6528,83.1
"ZCTA5 38345","8600000US38345",1520,674,0,6.7,8.2,9.2,14.5,30,15,7.9,4.7,3.9,65692,84118,"38345",1520,0,1520,1457,95.9
"ZCTA5 38366","8600000US38366",1955,712,1.3,3.1,16,5.9,13.8,8.4,24.6,17.1,7.2,2.7,75573,79101,"38366",1955,3,1955,1868,95.5
"ZCTA5 38368","8600000US38368",1901,792,5.7,6.1,7.7,18.9,17.2,26.4,8,9.2,0.9,0,43750,49937,"38368",1901,0,1901,1876,98.7
"ZCTA5 38376","8600000US38376",147,53,0,0,26.4,0,13.2,32.1,13.2,15.1,0,0,52292,60396,"38376",147,0,147,147,100
"ZCTA5 38381","8600000US38381",1690,632,4.9,5.9,20.4,9.5,22.9,16.8,12,7.6,0,0,43140,50038,"38381",1690,56,1690,850,50.3
"ZCTA5 38391","8600000US38391",1036,424,11.8,3.3,12.7,10.6,12,38.9,4.5,5.2,0,0.9,49868,47590,"38391",1036,0,1036,270,26.1
"ZCTA5 38460","8600000US38460",1422,503,4.6,0.4,6.8,22.9,15.3,29.8,4.8,6,9.5,0,50048,58852,"38460",1422,0,1422,1354,95.2
"ZCTA5 38471","8600000US38471",333,134,0,29.9,17.9,6,17.9,6,11.2,11.2,0,0,25938,41734,"38471",333,0,333,333,100
"ZCTA5 38002","8600000US38002",40430,13137,2.3,1.7,5.5,5.1,5.5,15.7,15.5,25.8,12.8,10.1,98764,113443,"38002",40430,1745,40430,28160,69.7
"ZCTA5 38015","8600000US38015",2385,865,4.9,7.9,8.6,19.3,18,16.5,8.9,9.1,5.1,1.7,43750,58095,"38015",2385,26,2385,2069,86.8
"ZCTA5 38017","8600000US38017",55073,19011,2.7,1,2.8,2.7,6.1,15.2,14.9,23.1,13.6,17.9,110873,139683,"38017",55073,5679,55073,38551,70
"ZCTA5 38079","8600000US38079",5229,1306,16.9,12.1,10.7,11.4,10.7,18.4,12.6,5.4,1.1,0.6,34085,49969,"38079",5229,78,5229,3227,61.7
"ZCTA5 38117","8600000US38117",26296,11081,4.1,2.6,6.2,6.1,10.5,17.6,11.9,17.6,9,14.4,81469,119349,"38117",26296,1537,26296,21955,83.5
"ZCTA5 38127","8600000US38127",43086,13965,16.8,10.9,16.6,11.2,14.2,16.1,7.6,5,0.9,0.8,29798,40848,"38127",43086,1316,43086,4230,9.8
"ZCTA5 38132","8600000US38132",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38132",0,0,0,0,NA
"ZCTA5 38139","8600000US38139",15610,5476,0.8,0.9,1.1,1.2,4.7,10,12.5,18.4,16.7,33.6,150425,200119,"38139",15610,1210,15610,14205,91
"ZCTA5 38233","8600000US38233",2560,1122,6,5,11.3,12.7,22.5,18.6,15,5.5,1,2.4,46349,56959,"38233",2560,26,2560,2241,87.5
"ZCTA5 38236","8600000US38236",463,172,5.2,2.3,11.6,8.7,18.6,6.4,26.7,12.8,2.9,4.7,63438,79357,"38236",463,41,463,424,91.6
"ZCTA5 38261","8600000US38261",15475,6611,10,9.4,19.3,11.3,15,13.4,10.7,8.3,1.4,1.1,34976,49824,"38261",15475,429,15475,11764,76
"ZCTA5 38301","8600000US38301",33554,13265,12.7,9,15.6,14.9,15.2,15.3,7.8,6.6,1.6,1.3,32114,47959,"38301",33554,506,33554,14940,44.5
"ZCTA5 38305","8600000US38305",52194,20083,7,3.2,9.8,8.3,16.1,20,11.8,13.5,5.1,5.2,55461,76754,"38305",52194,2397,52194,30404,58.3
"ZCTA5 38328","8600000US38328",793,260,0,6.2,28.1,15.4,13.5,10.8,7.7,18.5,0,0,37586,54184,"38328",793,12,793,751,94.7
"ZCTA5 38962","8600000US38962",136,42,45.2,0,54.8,0,0,0,0,0,0,0,NA,NA,"38962",136,0,136,0,0
"ZCTA5 38964","8600000US38964",147,31,0,0,0,0,32.3,32.3,35.5,0,0,0,68875,64519,"38964",147,0,147,38,25.9
"ZCTA5 38112","8600000US38112",16512,6502,15.3,8.4,14,11.2,10.9,11.4,7.8,10.8,4.4,5.7,36039,64728,"38112",16512,1195,16512,5759,34.9
"ZCTA5 38116","8600000US38116",40777,14740,10,7.1,14.4,11.7,15,19.5,10,8.5,2.3,1.6,43137,56894,"38116",40777,1223,40777,1467,3.6
"ZCTA5 38120","8600000US38120",14956,6344,4.9,1.5,5.4,6.1,7.7,16,8,18.6,10.3,21.5,101467,160218,"38120",14956,1359,14956,12056,80.6
"ZCTA5 38126","8600000US38126",6329,2098,30.6,23.2,18.5,7.4,6.8,8,3.7,0.2,0.8,0.8,12676,27665,"38126",6329,21,6329,198,3.1
"ZCTA5 38138","8600000US38138",25228,9899,3.6,2.4,2.7,5.6,8,13.8,10.5,24.9,10,18.6,105292,140737,"38138",25228,2339,25228,21303,84.4
"ZCTA5 38316","8600000US38316",3005,1063,4.4,2.5,16.4,15.9,18.2,15.4,10.1,15.1,2,0,45372,56259,"38316",3005,10,3005,2795,93
"ZCTA5 38333","8600000US38333",161,81,13.6,11.1,9.9,0,29.6,35.8,0,0,0,0,39453,39249,"38333",161,0,161,161,100
"ZCTA5 38356","8600000US38356",2728,1000,6.9,5.6,7,9.9,11.2,18.5,22.3,14.1,3.8,0.7,56413,65077,"38356",2728,17,2728,2156,79
"ZCTA5 38363","8600000US38363",5291,2050,9,12,16.5,12.8,13,14.4,12.5,4.9,2.6,2.2,34615,60690,"38363",5291,64,5291,4837,91.4
"ZCTA5 40208","8600000US40208",16036,5824,15.7,9,20,14,15.1,12.5,4.9,6.3,0.9,1.6,30318,41424,"40208",16036,827,16036,10160,63.4
"ZCTA5 40157","8600000US40157",949,346,2.6,4.9,1.7,8.1,13.9,33.2,14.2,17.1,4.3,0,70227,73076,"40157",949,5,949,796,83.9
"ZCTA5 40177","8600000US40177",1672,639,7.7,8.5,9.9,10.8,23.2,22.8,5.9,6.3,1.3,3.8,41127,74336,"40177",1672,53,1672,1596,95.5
"ZCTA5 40202","8600000US40202",7194,2703,27.1,12.6,21.1,10.3,6.7,8.3,3.5,4.1,3,3.3,19628,49381,"40202",7194,436,7194,2930,40.7
"ZCTA5 40055","8600000US40055",2042,715,1.7,2.7,8.3,11.9,12,28.8,13.1,11.5,9.2,0.8,64276,74987,"40055",2042,40,2042,1909,93.5
"ZCTA5 40033","8600000US40033",12565,5069,8.8,9.1,10.9,18.1,15.1,14.8,8.8,9.9,2.2,2.1,37109,55121,"40033",12565,233,12565,10542,83.9
"ZCTA5 40045","8600000US40045",3430,1466,6.1,6.2,12.6,9.7,18.2,14.3,11.7,15.3,2.5,3.5,48148,71018,"40045",3430,49,3430,3170,92.4
"ZCTA5 40051","8600000US40051",4166,1841,8.9,6,9.3,12.1,14.4,19.7,10.7,11.2,7,0.8,49550,63536,"40051",4166,0,4166,4091,98.2
"ZCTA5 40058","8600000US40058",62,32,0,0,0,56.3,0,31.3,12.5,0,0,0,NA,46475,"40058",62,0,62,49,79
"ZCTA5 40070","8600000US40070",748,251,2.8,0,16.3,0,10.8,21.1,19.5,15.9,8.8,4.8,72019,84795,"40070",748,21,748,727,97.2
"ZCTA5 40076","8600000US40076",2502,902,6.7,3,2.1,16.1,10.4,13.4,14.4,24.5,6.2,3.2,71250,80193,"40076",2502,31,2502,2394,95.7
"ZCTA5 40502","8600000US40502",27269,12323,5.5,3.9,7.1,6.7,12.3,15.8,10.5,14.5,8.9,14.8,72236,124044,"40502",27269,2004,27269,24225,88.8
"ZCTA5 40503","8600000US40503",29309,12242,4.4,3.3,9.2,9,11.6,18.6,15.6,16.8,6.2,5.5,64363,83889,"40503",29309,2635,29309,24820,84.7
"ZCTA5 40505","8600000US40505",26152,10916,7.7,8.2,14.6,11.4,16.8,17.6,10.7,10.2,2.1,0.8,40536,54150,"40505",26152,1697,26152,17233,65.9
"ZCTA5 40508","8600000US40508",25766,9448,20.2,10,18.6,14.5,13.5,11.1,4.5,4.3,0.8,2.6,25758,41337,"40508",25766,2537,25766,14491,56.2
"ZCTA5 40511","8600000US40511",33909,12509,4.3,3,7.7,7.9,14.3,21.6,15.3,18,5.1,2.8,62533,76331,"40511",33909,4013,33909,17951,52.9
"ZCTA5 40737","8600000US40737",817,283,0,4.9,12.4,20.1,7.8,19.1,17,0,18.7,0,61350,71970,"40737",817,0,817,817,100
"ZCTA5 40213","8600000US40213",16296,6937,5.5,6.9,11.6,11.7,17.5,19.9,10.6,9.5,3.6,3.1,46947,64377,"40213",16296,1151,16296,11250,69
"ZCTA5 40272","8600000US40272",38095,14305,4.8,3.1,9.2,10.2,15.7,20.8,15.1,13.7,4.5,3,57581,69615,"40272",38095,1200,38095,32626,85.6
"ZCTA5 40299","8600000US40299",41463,16127,2.8,1.5,4.4,7.6,13.6,20,13.7,20.2,9.1,7.2,75396,93934,"40299",41463,2826,41463,32403,78.1
"ZCTA5 40310","8600000US40310",291,134,11.2,9.7,7.5,11.9,30.6,15.7,0,13.4,0,0,39306,45452,"40310",291,0,291,261,89.7
"ZCTA5 40358","8600000US40358",966,442,1.4,5.2,10.9,4.1,31,17.4,6.8,20.8,2.5,0,44826,62536,"40358",966,0,966,829,85.8
"ZCTA5 40370","8600000US40370",2582,1067,6.8,0.2,7.8,9.6,13,14.2,23.4,16.5,6.8,1.7,72292,74447,"40370",2582,24,2582,2550,98.8
"ZCTA5 40385","8600000US40385",2969,1009,3.6,6.6,17,9.3,18.4,17.2,11.1,16.7,0,0,46250,54981,"40385",2969,0,2969,2930,98.7
"ZCTA5 40422","8600000US40422",25485,9214,7.5,6.1,13.5,11.3,14.5,16.7,10.2,12.5,4.4,3.5,45929,67575,"40422",25485,683,25485,21217,83.3
"ZCTA5 40442","8600000US40442",951,363,18.5,3.9,8.8,13.5,16,10.2,12.1,9.6,7.4,0,37841,54203,"40442",951,0,951,905,95.2
"ZCTA5 40003","8600000US40003",1886,733,2.5,1.8,7,2.7,12.4,28.8,22.9,15.1,1.8,5,73641,81990,"40003",1886,3,1886,1766,93.6
"ZCTA5 40023","8600000US40023",5372,1957,1.3,0,1.8,4.3,4.9,12.3,19,20,20,16.3,115819,140110,"40023",5372,184,5372,4883,90.9
"ZCTA5 40828","8600000US40828",3988,1415,21.1,7.8,18.3,16.4,13.7,15.3,4.2,2.1,1.1,0,27468,33175,"40828",3988,10,3988,3825,95.9
"ZCTA5 40815","8600000US40815",1181,499,22.8,4,28.7,6.6,20.6,9.4,7.8,0,0,0,21942,29633,"40815",1181,0,1181,1128,95.5
"ZCTA5 40818","8600000US40818",46,15,0,0,46.7,0,53.3,0,0,0,0,0,NA,NA,"40818",46,0,46,46,100
"ZCTA5 40854","8600000US40854",1019,458,16.8,5.2,30.6,7.4,22.9,10.5,2.6,3.9,0,0,24143,33174,"40854",1019,0,1019,997,97.8
"ZCTA5 40855","8600000US40855",694,320,18.4,5.3,15.3,9.1,22.5,14.7,9.7,4.4,0.6,0,36154,40300,"40855",694,0,694,594,85.6
"ZCTA5 40856","8600000US40856",722,283,12,11,17.7,8.1,9.2,27.9,11.7,2.5,0,0,36458,41040,"40856",722,15,722,707,97.9
"ZCTA5 40862","8600000US40862",324,141,16.3,9.9,4.3,12.8,9.9,19.9,17.7,5,0,4.3,42750,55992,"40862",324,0,324,317,97.8
"ZCTA5 40865","8600000US40865",416,173,27.2,19.1,5.8,0,18.5,19.1,10.4,0,0,0,NA,33731,"40865",416,6,416,368,88.5
"ZCTA5 40874","8600000US40874",361,172,20.9,0,29.7,8.7,5.8,16.9,18,0,0,0,NA,38426,"40874",361,0,361,343,95
"ZCTA5 40007","8600000US40007",71,38,28.9,0,0,21.1,0,39.5,10.5,0,0,0,42500,42853,"40007",71,0,71,71,100
"ZCTA5 40009","8600000US40009",929,379,9,11.6,9.2,11.6,14,28,6.9,8.2,0.3,1.3,44511,58027,"40009",929,9,929,901,97
"ZCTA5 40387","8600000US40387",1939,861,11.6,7,11.5,16.4,16.5,17.9,10.9,7.1,1.2,0,42702,47304,"40387",1939,0,1939,1939,100
"ZCTA5 40390","8600000US40390",7931,2415,6.7,12.1,4.6,8,14.2,16.2,17.6,8.6,6.4,5.5,56830,74222,"40390",7931,566,7931,6853,86.4
"ZCTA5 40403","8600000US40403",24248,9081,8.2,4.2,12.8,10,17,19.1,12.6,12.2,2.1,1.8,47796,63912,"40403",24248,557,24248,22334,92.1
"ZCTA5 40460","8600000US40460",1369,451,5.5,5.8,6.2,10,10,39,4.2,19.3,0,0,55717,60574,"40460",1369,0,1369,1369,100
"ZCTA5 40771","8600000US40771",1301,482,10.4,6.8,11,0,51.5,3.7,16.6,0,0,0,41618,42481,"40771",1301,0,1301,1201,92.3
"ZCTA5 40806","8600000US40806",2723,1097,18,8.7,17.5,10.8,7.4,11.3,10.1,10.1,3.8,2.2,31719,52327,"40806",2723,21,2723,2598,95.4
"ZCTA5 40807","8600000US40807",391,162,3.1,7.4,8.6,13,23.5,29,6.8,8.6,0,0,47500,49852,"40807",391,10,391,359,91.8
"ZCTA5 40820","8600000US40820",646,235,6.4,7.2,11.5,40.9,6.4,17,10.6,0,0,0,27479,38283,"40820",646,0,646,646,100
"ZCTA5 40953","8600000US40953",603,273,23.4,10.6,3.3,20.5,9.2,33,0,0,0,0,33507,34435,"40953",603,0,603,603,100
"ZCTA5 40216","8600000US40216",42029,17345,9.2,5.9,11.9,12.7,16.3,18.2,13.2,9.9,2.3,0.4,43147,53857,"40216",42029,2375,42029,20873,49.7
"ZCTA5 40228","8600000US40228",15927,6398,4.9,3.5,4.8,6.5,12.7,19.7,21.1,20.1,3.2,3.5,69367,81981,"40228",15927,1156,15927,12552,78.8
"ZCTA5 40322","8600000US40322",3389,1338,11.4,5.6,10.4,15.4,14,23.8,9.2,7.4,2.8,0,43750,50533,"40322",3389,18,3389,3279,96.8
